2022-05-07 15:40:23,300 INFO    MainThread:110524 [wandb_setup.py:_flush():76] Loading settings from C:\Users\jack0\.config\wandb\settings
2022-05-07 15:40:23,301 INFO    MainThread:110524 [wandb_setup.py:_flush():76] Loading settings from c:\Users\jack0\OneDrive\πŸ≈¡ »≠∏È\Python_ML\Deep_Learning\wandb\settings
2022-05-07 15:40:23,302 INFO    MainThread:110524 [wandb_setup.py:_flush():76] Loading settings from environment variables: {}
2022-05-07 15:40:23,302 INFO    MainThread:110524 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program': '<python with no main file>'}
2022-05-07 15:40:23,303 INFO    MainThread:110524 [wandb_setup.py:_flush():76] Applying login settings: {'api_key': '***REDACTED***'}
2022-05-07 15:40:23,305 INFO    MainThread:110524 [wandb_init.py:_log_setup():428] Logging user logs to c:\Users\jack0\OneDrive\πŸ≈¡ »≠∏È\Python_ML\Deep_Learning\wandb\run-20220507_154023-14w6cfvj\logs\debug.log
2022-05-07 15:40:23,306 INFO    MainThread:110524 [wandb_init.py:_log_setup():429] Logging internal logs to c:\Users\jack0\OneDrive\πŸ≈¡ »≠∏È\Python_ML\Deep_Learning\wandb\run-20220507_154023-14w6cfvj\logs\debug-internal.log
2022-05-07 15:40:23,307 INFO    MainThread:110524 [wandb_init.py:_jupyter_setup():378] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x000001B246FD2700>
2022-05-07 15:40:23,308 INFO    MainThread:110524 [wandb_init.py:init():462] calling init triggers
2022-05-07 15:40:23,309 INFO    MainThread:110524 [wandb_init.py:init():465] wandb.init called with sweep_config: {}
config: {}
2022-05-07 15:40:23,309 INFO    MainThread:110524 [wandb_init.py:init():515] starting backend
2022-05-07 15:40:23,310 INFO    MainThread:110524 [backend.py:_multiprocessing_setup():97] multiprocessing start_methods=spawn, using: spawn
2022-05-07 15:40:23,345 INFO    MainThread:110524 [backend.py:ensure_launched():217] starting backend process...
2022-05-07 15:40:24,102 INFO    MainThread:110524 [backend.py:ensure_launched():222] started backend process with pid: 36268
2022-05-07 15:40:24,103 INFO    MainThread:110524 [wandb_init.py:init():525] backend started and connected
2022-05-07 15:40:24,159 INFO    MainThread:110524 [wandb_run.py:_label_probe_notebook():1089] probe notebook
2022-05-07 15:40:24,169 INFO    MainThread:110524 [wandb_run.py:_label_probe_notebook():1099] Unable to probe notebook: 'NoneType' object has no attribute 'get'
2022-05-07 15:40:24,170 INFO    MainThread:110524 [wandb_init.py:init():596] updated telemetry
2022-05-07 15:40:25,154 INFO    MainThread:110524 [wandb_init.py:init():627] communicating run to backend with 30 second timeout
2022-05-07 15:40:42,264 INFO    MainThread:110524 [wandb_run.py:_on_init():1924] communicating current version
2022-05-07 15:40:42,714 INFO    MainThread:110524 [wandb_run.py:_on_init():1928] got version response 
2022-05-07 15:40:42,715 INFO    MainThread:110524 [wandb_init.py:init():662] starting run threads in backend
2022-05-07 15:40:47,799 INFO    MainThread:110524 [wandb_run.py:_console_start():1898] atexit reg
2022-05-07 15:40:47,804 INFO    MainThread:110524 [wandb_run.py:_redirect():1771] redirect: SettingsConsole.WRAP
2022-05-07 15:40:47,805 INFO    MainThread:110524 [wandb_run.py:_redirect():1808] Wrapping output streams.
2022-05-07 15:40:47,813 INFO    MainThread:110524 [wandb_run.py:_redirect():1832] Redirects installed.
